Ticket_ID,Age,Ticket_Price,Number_of_Person,Purchase_Again,gasto_total_est,gasto_promedio,Movie_Genre_Comedy,Movie_Genre_Drama,Movie_Genre_Horror,Movie_Genre_Sci-Fi,Seat_Type_Standard,Seat_Type_Vip,age_group_18-24,age_group_25-39,age_group_40-59,age_group_60+
O7894,18,16.55,7.0,1,115.85000000000001,16.55,False,False,False,False,True,False,True,False,False,False
N1656,22,21.01,7.0,1,147.07000000000002,21.01,False,False,False,False,False,True,True,False,False,False
U6629,35,23.4,7.0,0,163.79999999999998,23.4,False,True,False,False,False,True,False,True,False,False
F7192,18,18.76,7.0,1,131.32000000000002,18.76,False,False,False,True,False,False,True,False,False,False
G4707,35,23.9,4.0,1,95.6,23.9,False,True,False,False,False,True,False,True,False,False
T2836,23,24.94,2.0,0,49.88,24.94,False,False,True,False,False,True,True,False,False,False
W2315,60,14.26,3.0,0,42.78,14.26,False,False,True,False,False,False,False,False,False,True
P5536,22,10.43,6.0,1,62.58,10.43,False,True,False,False,True,False,True,False,False,False
J8443,23,12.04,7.0,0,84.28,12.04,False,True,False,False,False,True,True,False,False,False
R0452,57,12.39,7.0,0,86.73,12.39,False,True,False,False,False,True,False,False,True,False
L7692,38,13.29,7.0,1,93.03,13.29,False,False,True,False,True,False,False,True,False,False
H5782,32,18.08,2.0,1,36.16,18.08,False,False,True,False,True,False,False,True,False,False
U1656,45,16.35,6.0,0,98.10000000000001,16.35,False,False,False,True,False,False,False,False,True,False
S7659,53,12.89,4.0,1,51.56,12.89,False,False,True,False,False,True,False,False,True,False
W9717,26,15.19,2.0,1,30.38,15.19,True,False,False,False,False,False,False,True,False,False
F7940,39,16.69,3.0,0,50.07000000000001,16.69,False,False,False,False,True,False,False,True,False,False
T5282,25,16.74,2.0,0,33.48,16.74,False,False,False,True,False,False,False,True,False,False
C0056,20,10.17,7.0,1,71.19,10.17,False,False,False,True,False,False,True,False,False,False
L3931,23,19.8,7.0,1,138.6,19.8,False,False,True,False,True,False,True,False,False,False
W3570,38,18.25,6.0,0,109.5,18.25,False,False,True,False,False,False,False,True,False,False
Q1582,26,11.2,4.0,0,44.8,11.2,False,False,False,True,False,False,False,True,False,False
Z9239,59,12.92,3.0,0,38.76,12.92,False,True,False,False,False,False,False,False,True,False
P0882,21,15.79,7.0,1,110.53,15.79,True,False,False,False,False,False,True,False,False,False
T7322,50,23.11,6.0,0,138.66,23.11,False,False,True,False,False,False,False,False,True,False
Q8028,38,15.64,7.0,0,109.48,15.64,False,False,True,False,True,False,False,True,False,False
Z8954,58,11.29,2.0,0,22.58,11.29,False,True,False,False,True,False,False,False,True,False
B2343,20,11.09,5.0,1,55.45,11.09,False,False,False,False,False,False,True,False,False,False
G4586,27,14.31,7.0,1,100.17,14.31,False,True,False,False,False,False,False,True,False,False
A6502,58,11.5,5.0,0,57.5,11.5,False,False,True,False,True,False,False,False,True,False
Q4426,49,16.19,4.0,1,64.76,16.19,False,False,True,False,True,False,False,False,True,False
U2469,44,18.96,3.0,1,56.88,18.96,False,False,True,False,False,True,False,False,True,False
J0828,54,11.59,6.0,0,69.53999999999999,11.59,False,False,False,True,False,True,False,False,True,False
Y8442,51,15.73,6.0,0,94.38,15.73,False,True,False,False,False,True,False,False,True,False
V6312,23,10.33,2.0,0,20.66,10.33,False,False,False,True,True,False,True,False,False,False
V7701,36,17.0,6.0,0,102.0,17.0,False,False,True,False,True,False,False,True,False,False
N2433,43,20.6,3.0,1,61.800000000000004,20.6,False,False,False,True,True,False,False,False,True,False
S9901,46,11.08,3.0,0,33.24,11.08,False,False,True,False,False,True,False,False,True,False
V6948,36,17.1,7.0,0,119.70000000000002,17.1,False,True,False,False,True,False,False,True,False,False
B8230,33,12.21,7.0,1,85.47,12.21,False,False,True,False,False,True,False,True,False,False
R9239,44,20.65,2.0,1,41.3,20.65,False,True,False,False,True,False,False,False,True,False
Y6284,31,20.43,3.0,0,61.29,20.43,False,True,False,False,False,False,False,True,False,False
Z8779,19,14.47,2.0,0,28.94,14.47,False,False,False,False,True,False,True,False,False,False
V4938,56,15.49,7.0,1,108.43,15.49,False,True,False,False,False,True,False,False,True,False
G7283,59,17.78,2.0,1,35.56,17.78,True,False,False,False,False,True,False,False,True,False
O8866,23,18.7,6.0,1,112.19999999999999,18.7,False,False,False,False,False,True,True,False,False,False
F0953,31,22.95,2.0,0,45.9,22.95,True,False,False,False,False,True,False,True,False,False
W7271,20,10.04,7.0,1,70.28,10.04,True,False,False,False,False,True,True,False,False,False
R6150,45,15.98,2.0,0,31.96,15.98,False,True,False,False,True,False,False,False,True,False
E4975,37,23.41,6.0,1,140.46,23.41,False,False,False,True,False,True,False,True,False,False
X2814,41,20.0,5.0,0,100.0,20.0,False,False,False,False,False,True,False,False,True,False
X8783,50,11.26,4.0,1,45.04,11.26,False,True,False,False,True,False,False,False,True,False
X9373,24,24.21,6.0,0,145.26,24.21,False,False,False,True,True,False,True,False,False,False
J4860,58,16.21,3.0,0,48.63,16.21,False,False,False,False,True,False,False,False,True,False
E1815,46,19.79,7.0,1,138.53,19.79,False,True,False,False,False,False,False,False,True,False
Y3923,31,15.53,4.0,0,62.12,15.53,False,True,False,False,False,False,False,True,False,False
C5867,19,15.0,7.0,1,105.0,15.0,False,False,True,False,False,False,True,False,False,False
E0055,41,17.59,3.0,1,52.769999999999996,17.59,False,False,False,True,True,False,False,False,True,False
D1937,49,13.15,6.0,0,78.9,13.15,False,False,False,True,False,True,False,False,True,False
K7545,47,20.16,7.0,0,141.12,20.16,False,False,False,True,False,True,False,False,True,False
C6888,50,19.68,6.0,0,118.08,19.68,False,False,False,True,True,False,False,False,True,False
W4296,39,10.63,2.0,1,21.26,10.63,False,False,False,False,False,False,False,True,False,False
P4369,41,10.13,4.0,0,40.52,10.13,False,False,True,False,False,True,False,False,True,False
W7738,46,19.48,3.0,0,58.44,19.48,False,False,False,False,False,True,False,False,True,False
L7697,24,15.27,7.0,1,106.89,15.27,True,False,False,False,False,True,True,False,False,False
I4912,54,17.6,3.0,1,52.800000000000004,17.6,False,False,False,False,False,True,False,False,True,False
B0938,54,17.71,4.0,0,70.84,17.71,False,False,False,False,True,False,False,False,True,False
R1173,46,23.4,4.0,0,93.6,23.4,False,False,False,True,False,False,False,False,True,False
W8632,35,14.11,3.0,0,42.33,14.11,False,False,False,False,True,False,False,True,False,False
W8747,43,23.83,3.0,0,71.49,23.83,False,False,False,True,False,False,False,False,True,False
C1677,26,23.35,4.0,0,93.4,23.35,True,False,False,False,False,True,False,True,False,False
I9728,54,24.16,3.0,1,72.48,24.16,False,False,False,True,False,False,False,False,True,False
J8663,27,21.88,3.0,1,65.64,21.88,False,True,False,False,True,False,False,True,False,False
H2552,48,14.32,5.0,1,71.6,14.32,False,False,True,False,True,False,False,False,True,False
Q2504,22,16.49,7.0,0,115.42999999999999,16.49,True,False,False,False,True,False,True,False,False,False
U2289,29,17.08,2.0,1,34.16,17.08,False,False,False,False,True,False,False,True,False,False
G3002,26,14.04,5.0,0,70.19999999999999,14.04,False,True,False,False,True,False,False,True,False,False
N4930,20,16.96,4.0,1,67.84,16.96,False,False,True,False,True,False,True,False,False,False
V8852,36,12.28,2.0,1,24.56,12.28,False,False,False,False,False,True,False,True,False,False
G1778,31,21.6,4.0,1,86.4,21.6,False,True,False,False,False,False,False,True,False,False
B0273,47,15.87,6.0,0,95.22,15.87,False,False,True,False,True,False,False,False,True,False
B0051,55,19.32,7.0,0,135.24,19.32,False,False,True,False,False,False,False,False,True,False
I6311,43,15.63,4.0,0,62.52,15.63,False,True,False,False,False,False,False,False,True,False
P6904,58,21.44,7.0,0,150.08,21.44,False,False,False,False,True,False,False,False,True,False
O2807,53,23.59,6.0,1,141.54,23.59,False,False,True,False,False,True,False,False,True,False
X5159,54,24.96,7.0,0,174.72,24.96,False,False,True,False,True,False,False,False,True,False
V8281,19,17.97,6.0,1,107.82,17.97,False,False,False,False,False,False,True,False,False,False
N5669,39,12.4,4.0,0,49.6,12.4,True,False,False,False,False,True,False,True,False,False
I9740,18,20.51,5.0,1,102.55000000000001,20.51,False,False,True,False,True,False,True,False,False,False
W1000,28,20.73,5.0,1,103.65,20.73,False,False,True,False,False,True,False,True,False,False
C0196,24,18.36,6.0,0,110.16,18.36,True,False,False,False,False,True,True,False,False,False
L2296,57,15.22,2.0,1,30.44,15.22,False,False,True,False,True,False,False,False,True,False
W9224,32,23.44,5.0,1,117.2,23.44,False,False,False,False,True,False,False,True,False,False
O9880,60,11.64,5.0,1,58.2,11.64,True,False,False,False,False,True,False,False,False,True
C7180,19,13.94,3.0,1,41.82,13.94,True,False,False,False,True,False,True,False,False,False
E0759,46,13.84,6.0,1,83.03999999999999,13.84,False,False,True,False,False,False,False,False,True,False
A8268,43,23.8,7.0,1,166.6,23.8,False,False,False,False,False,True,False,False,True,False
L2439,50,15.23,3.0,0,45.69,15.23,False,False,False,False,False,False,False,False,True,False
S5399,42,22.78,4.0,1,91.12,22.78,True,False,False,False,False,False,False,False,True,False
G1663,57,20.45,7.0,0,143.15,20.45,True,False,False,False,False,True,False,False,True,False
P3925,45,10.94,2.0,1,21.88,10.94,False,False,False,False,True,False,False,False,True,False
W0666,35,15.15,4.0,1,60.6,15.15,False,False,True,False,True,False,False,True,False,False
O5114,54,21.88,2.0,1,43.76,21.88,True,False,False,False,False,False,False,False,True,False
W1383,23,14.47,4.0,1,57.88,14.47,False,False,False,True,False,False,True,False,False,False
R3873,49,24.95,4.0,0,99.8,24.95,False,False,True,False,False,False,False,False,True,False
N8303,56,10.08,2.0,1,20.16,10.08,False,False,False,False,True,False,False,False,True,False
B5435,35,11.04,2.0,0,22.08,11.04,False,False,True,False,False,False,False,True,False,False
A7151,57,10.63,2.0,0,21.26,10.63,True,False,False,False,True,False,False,False,True,False
O4626,47,11.55,5.0,1,57.75,11.55,False,False,False,True,True,False,False,False,True,False
W8226,34,17.46,7.0,1,122.22,17.46,False,False,False,False,False,False,False,True,False,False
E9333,37,11.4,6.0,0,68.4,11.4,False,False,False,True,False,True,False,True,False,False
X4653,27,15.26,6.0,0,91.56,15.26,False,False,False,False,True,False,False,True,False,False
S8984,57,19.98,4.0,0,79.92,19.98,False,False,False,False,False,True,False,False,True,False
Z4276,36,24.49,2.0,1,48.98,24.49,True,False,False,False,False,False,False,True,False,False
Y9710,48,16.87,3.0,1,50.61,16.87,False,False,False,False,True,False,False,False,True,False
T4015,29,11.16,3.0,0,33.480000000000004,11.16,True,False,False,False,False,False,False,True,False,False
R9228,23,11.16,7.0,0,78.12,11.16,True,False,False,False,False,True,True,False,False,False
R0528,53,20.83,7.0,0,145.81,20.83,False,False,False,False,False,False,False,False,True,False
K3640,32,10.22,6.0,1,61.32000000000001,10.22,False,False,False,False,False,True,False,True,False,False
J7406,23,21.48,5.0,1,107.4,21.48,False,True,False,False,False,False,True,False,False,False
M0786,30,12.59,2.0,0,25.18,12.59,True,False,False,False,False,True,False,True,False,False
B8174,50,12.82,2.0,0,25.64,12.82,True,False,False,False,True,False,False,False,True,False
M9099,40,18.23,6.0,1,109.38,18.23,False,False,False,False,True,False,False,False,True,False
G9299,47,10.98,4.0,1,43.92,10.98,False,True,False,False,False,False,False,False,True,False
A2476,29,10.76,3.0,1,32.28,10.76,True,False,False,False,False,False,False,True,False,False
W4290,48,17.96,4.0,0,71.84,17.96,False,False,False,False,False,False,False,False,True,False
Q1228,24,18.83,6.0,1,112.97999999999999,18.83,False,False,True,False,False,False,True,False,False,False
M1442,42,21.16,5.0,1,105.8,21.16,False,True,False,False,False,True,False,False,True,False
P6033,25,13.24,7.0,0,92.68,13.24,True,False,False,False,True,False,False,True,False,False
P4816,32,19.23,2.0,0,38.46,19.23,False,True,False,False,False,False,False,True,False,False
Q9931,29,14.6,5.0,0,73.0,14.6,False,False,False,False,False,True,False,True,False,False
P4007,47,23.12,6.0,0,138.72,23.12,False,False,False,False,False,False,False,False,True,False
B1567,21,10.41,5.0,1,52.05,10.41,True,False,False,False,False,True,True,False,False,False
E5406,41,17.09,2.0,1,34.18,17.09,False,False,False,True,True,False,False,False,True,False
W6360,34,20.25,2.0,1,40.5,20.25,True,False,False,False,False,False,False,True,False,False
